cod_munic;munic;pop_munic;mes;ano
3305109;São João de Meriti;472018;10;2018
3305133;São José de Ubá;7143;10;2018
3305158;São José do Vale do Rio Preto;21701;10;2018
3305208;São Pedro da Aldeia;103254;10;2018
3305307;São Sebastião do Alto;9334;10;2018
3305406;Sapucaia;18211;10;2018
3305505;Saquarema;88071;10;2018
3305554;Seropédica;85635;10;2018
3305604;Silva Jardim;21773;10;2018
3305703;Sumidouro;15589;10;2018
3305752;Tanguá;33980;10;2018
3305802;Teresópolis;181313;10;2018
3305901;Trajano de Moraes;10615;10;2018
3306008;Três Rios;81541;10;2018
3306107;Valença;76253;10;2018
3306156;Varre-Sai;10918;10;2018
3306206;Vassouras;36751;10;2018
3306305;Volta Redonda;272252;10;2018
3300100;Angra dos Reis;201533;11;2018
3300159;Aperibé;11661;11;2018
3300209;Araruama;131093;11;2018
3300225;Areal;12505;11;2018
3300233;Armação dos Búzios;33450;11;2018
3300258;Arraial do Cabo;30180;11;2018
3300308;Barra do Piraí;100104;11;2018
3300407;Barra Mansa;184121;11;2018
3300456;Belford Roxo;509378;11;2018
3300506;Bom Jardim;27328;11;2018
3300605;Bom Jesus do Itabapoana;37022;11;2018
3300704;Cabo Frio;223860;11;2018
3300803;Cachoeiras de Macacu;58686;11;2018
3300902;Cambuci;15499;11;2018
3301009;Campos dos Goytacazes;504799;11;2018
3301108;Cantagalo;20175;11;2018
3300936;Carapebus;16126;11;2018
3301157;Cardoso Moreira;12825;11;2018
3301207;Carmo;18802;11;2018
3301306;Casimiro de Abreu;43591;11;2018
3300951;Comendador Levy Gasparian;8550;11;2018
3301405;Conceição de Macabu;23119;11;2018
3301504;Cordeiro;21846;11;2018
3301603;Duas Barras;11467;11;2018
3301702;Duque de Caxias;916121;11;2018
3301801;Engenheiro Paulo de Frontin;13953;11;2018
3301850;Guapimirim;59914;11;2018
3301876;Iguaba Grande;27945;11;2018
3301900;Itaboraí;239327;11;2018
3302007;Itaguaí;128282;11;2018
3302056;Italva;15144;11;2018
3302106;Itaocara;23243;11;2018
3302205;Itaperuna;102825;11;2018
3302254;Itatiaia;31626;11;2018
3302270;Japeri;104229;11;2018
3302304;Laje do Muriaé;7376;11;2018
3302403;Macaé;253311;11;2018
3302452;Macuco;5582;11;2018
3302502;Magé;244128;11;2018
3302601;Mangaratiba;43949;11;2018
3302700;Maricá;158928;11;2018
3302809;Mendes;18590;11;2018
3302858;Mesquita;175781;11;2018
3302908;Miguel Pereira;25508;11;2018
3303005;Miracema;27188;11;2018
3303104;Natividade;15322;11;2018
3303203;Nilópolis;162341;11;2018
3303302;Niterói;512385;11;2018
3303401;Nova Friburgo;190266;11;2018
3303500;Nova Iguaçu;819626;11;2018
3303609;Paracambi;51962;11;2018
3303708;Paraíba do Sul;44125;11;2018
3303807;Paraty;42808;11;2018
3303856;Paty do Alferes;27708;11;2018
3303906;Petrópolis;305855;11;2018
3303955;Pinheiral;25013;11;2018
3304003;Piraí;29092;11;2018
3304102;Porciúncula;18769;11;2018
3304110;Porto Real;19482;11;2018
3304128;Quatis;14211;11;2018
3304144;Queimados;149616;11;2018
3304151;Quissamã;24397;11;2018
3304201;Resende;130670;11;2018
3304300;Rio Bonito;59943;11;2018
3304409;Rio Claro;18477;11;2018
3304508;Rio das Flores;9243;11;2018
3304524;Rio das Ostras;147551;11;2018
3304557;Rio de Janeiro;6698919;11;2018
3304607;Santa Maria Madalena;10413;11;2018
3304706;Santo Antônio de Pádua;42399;11;2018
3304805;São Fidélis;38640;11;2018
3304755;São Francisco de Itabapoana;42202;11;2018
3304904;São Gonçalo;1080071;11;2018
3305000;São João da Barra;36126;11;2018
3305109;São João de Meriti;472061;11;2018
3305133;São José de Ubá;7146;11;2018
3305158;São José do Vale do Rio Preto;21712;11;2018
3305208;São Pedro da Aldeia;103389;11;2018
3305307;São Sebastião do Alto;9336;11;2018
3305406;Sapucaia;18213;11;2018
3305505;Saquarema;88193;11;2018
3305554;Seropédica;85266;11;2018
3305604;Silva Jardim;21773;11;2018
3305703;Sumidouro;15592;11;2018
3305752;Tanguá;34016;11;2018
3305802;Teresópolis;181455;11;2018
3305901;Trajano de Moraes;10616;11;2018
3306008;Três Rios;81570;11;2018
3306107;Valença;76283;11;2018
3306156;Varre-Sai;10927;11;2018
3306206;Vassouras;36767;11;2018
3306305;Volta Redonda;272336;11;2018
3300100;Angra dos Reis;201815;12;2018
3300159;Aperibé;11673;12;2018
3300209;Araruama;131256;12;2018
3300225;Areal;12513;12;2018
3300233;Armação dos Búzios;33503;12;2018
3300258;Arraial do Cabo;30201;12;2018
3300308;Barra do Piraí;100138;12;2018
3300407;Barra Mansa;184158;12;2018
3300456;Belford Roxo;509569;12;2018
3300506;Bom Jardim;27343;12;2018
3300605;Bom Jesus do Itabapoana;37031;12;2018
3300704;Cabo Frio;224193;12;2018
3300803;Cachoeiras de Macacu;58717;12;2018
3300902;Cambuci;15500;12;2018
3301009;Campos dos Goytacazes;505142;12;2018
3301108;Cantagalo;20175;12;2018
3300936;Carapebus;16148;12;2018
3301157;Cardoso Moreira;12825;12;2018
3301207;Carmo;18813;12;2018
3301306;Casimiro de Abreu;43665;12;2018
3300951;Comendador Levy Gasparian;8551;12;2018
3301405;Conceição de Macabu;23132;12;2018
3301504;Cordeiro;21856;12;2018
3301603;Duas Barras;11470;12;2018
3301702;Duque de Caxias;916555;12;2018
3301801;Engenheiro Paulo de Frontin;13959;12;2018
3301850;Guapimirim;59990;12;2018
3301876;Iguaba Grande;27990;12;2018
3301900;Itaboraí;239485;12;2018
3302007;Itaguaí;128874;12;2018
3302056;Italva;15152;12;2018
3302106;Itaocara;23242;12;2018
3302205;Itaperuna;102875;12;2018
3302254;Itatiaia;31649;12;2018
3302270;Japeri;104297;12;2018
3302304;Laje do Muriaé;7373;12;2018
3302403;Macaé;253731;12;2018
3302452;Macuco;5584;12;2018
3302502;Magé;244246;12;2018
3302601;Mangaratiba;44014;12;2018
3302700;Maricá;159213;12;2018
3302809;Mendes;18593;12;2018
3302858;Mesquita;175821;12;2018
3302908;Miguel Pereira;25512;12;2018
3303005;Miracema;27186;12;2018
3303104;Natividade;15321;12;2018
3303203;Nilópolis;162359;12;2018
3303302;Niterói;512535;12;2018
3303401;Nova Friburgo;190312;12;2018
3303500;Nova Iguaçu;819814;12;2018
3303609;Paracambi;51999;12;2018
3303708;Paraíba do Sul;44145;12;2018
3303807;Paraty;42853;12;2018
3303856;Paty do Alferes;27716;12;2018
3303906;Petrópolis;305897;12;2018
3303955;Pinheiral;25031;12;2018
3304003;Piraí;29115;12;2018
3304102;Porciúncula;18779;12;2018
3304110;Porto Real;19507;12;2018
3304128;Quatis;14222;12;2018
3304144;Queimados;149704;12;2018
3304151;Quissamã;24435;12;2018
3304201;Resende;130754;12;2018
3304300;Rio Bonito;59975;12;2018
3304409;Rio Claro;18484;12;2018
3304508;Rio das Flores;9248;12;2018
3304524;Rio das Ostras;147941;12;2018
3304557;Rio de Janeiro;6701417;12;2018
3304607;Santa Maria Madalena;10412;12;2018
3304706;Santo Antônio de Pádua;42409;12;2018
3304805;São Fidélis;38644;12;2018
3304755;São Francisco de Itabapoana;42203;12;2018
3304904;São Gonçalo;1080667;12;2018
3305000;São João da Barra;36123;12;2018
3305109;São João de Meriti;472104;12;2018
3305133;São José de Ubá;7149;12;2018
3305158;São José do Vale do Rio Preto;21722;12;2018
3305208;São Pedro da Aldeia;103525;12;2018
3305307;São Sebastião do Alto;9339;12;2018
3305406;Sapucaia;18215;12;2018
3305505;Saquarema;88315;12;2018
3305554;Seropédica;84897;12;2018
3305604;Silva Jardim;21773;12;2018
3305703;Sumidouro;15596;12;2018
3305752;Tanguá;34053;12;2018
3305802;Teresópolis;181598;12;2018
3305901;Trajano de Moraes;10617;12;2018
3306008;Três Rios;81599;12;2018
3306107;Valença;76313;12;2018
3306156;Varre-Sai;10936;12;2018
3306206;Vassouras;36783;12;2018
3306305;Volta Redonda;272421;12;2018
3300100;Angra dos Reis;202096;1;2019
3300159;Aperibé;11686;1;2019
3300209;Araruama;131420;1;2019
3300225;Areal;12522;1;2019
3300233;Armação dos Búzios;33555;1;2019
3300258;Arraial do Cabo;30223;1;2019
3300308;Barra do Piraí;100172;1;2019
3300407;Barra Mansa;184194;1;2019
3300456;Belford Roxo;509760;1;2019
3300506;Bom Jardim;27358;1;2019
3300605;Bom Jesus do Itabapoana;37041;1;2019
3300704;Cabo Frio;224527;1;2019
3300803;Cachoeiras de Macacu;58749;1;2019
3300902;Cambuci;15501;1;2019
3301009;Campos dos Goytacazes;505486;1;2019
3301108;Cantagalo;20175;1;2019
3300936;Carapebus;16170;1;2019
3301157;Cardoso Moreira;12825;1;2019
3301207;Carmo;18825;1;2019
3301306;Casimiro de Abreu;43740;1;2019
3300951;Comendador Levy Gasparian;8553;1;2019
3301405;Conceição de Macabu;23146;1;2019
3301504;Cordeiro;21866;1;2019
3301603;Duas Barras;11473;1;2019
3301702;Duque de Caxias;916990;1;2019
3301801;Engenheiro Paulo de Frontin;13966;1;2019
3301850;Guapimirim;60065;1;2019
3301876;Iguaba Grande;28036;1;2019
3301900;Itaboraí;239644;1;2019
3302007;Itaguaí;129466;1;2019
3302056;Italva;15160;1;2019
3302106;Itaocara;23241;1;2019
3302205;Itaperuna;102925;1;2019
3302254;Itatiaia;31671;1;2019
3302270;Japeri;104364;1;2019
3302304;Laje do Muriaé;7371;1;2019
3302403;Macaé;254152;1;2019
3302452;Macuco;5587;1;2019
3302502;Magé;244364;1;2019
3302601;Mangaratiba;44079;1;2019
3302700;Maricá;159498;1;2019
3302809;Mendes;18596;1;2019
3302858;Mesquita;175862;1;2019
3302908;Miguel Pereira;25516;1;2019
3303005;Miracema;27185;1;2019
3303104;Natividade;15321;1;2019
3303203;Nilópolis;162377;1;2019
3303302;Niterói;512685;1;2019
3303401;Nova Friburgo;190358;1;2019
3303500;Nova Iguaçu;820002;1;2019
3303609;Paracambi;52036;1;2019
3303708;Paraíba do Sul;44165;1;2019
3303807;Paraty;42898;1;2019
3303856;Paty do Alferes;27724;1;2019
3303906;Petrópolis;305939;1;2019
3303955;Pinheiral;25049;1;2019
3304003;Piraí;29138;1;2019
3304102;Porciúncula;18789;1;2019
3304110;Porto Real;19532;1;2019
3304128;Quatis;14234;1;2019
3304144;Queimados;149792;1;2019
3304151;Quissamã;24473;1;2019
3304201;Resende;130838;1;2019
3304300;Rio Bonito;60008;1;2019
3304409;Rio Claro;18490;1;2019
3304508;Rio das Flores;9253;1;2019
3304524;Rio das Ostras;148332;1;2019
3304557;Rio de Janeiro;6703915;1;2019
3304607;Santa Maria Madalena;10411;1;2019
3304706;Santo Antônio de Pádua;42419;1;2019
3304805;São Fidélis;38648;1;2019
3304755;São Francisco de Itabapoana;42203;1;2019
3304904;São Gonçalo;1081263;1;2019
3305000;São João da Barra;36120;1;2019
3305109;São João de Meriti;472147;1;2019
3305133;São José de Ubá;7153;1;2019
3305158;São José do Vale do Rio Preto;21733;1;2019
3305208;São Pedro da Aldeia;103661;1;2019
3305307;São Sebastião do Alto;9342;1;2019
3305406;Sapucaia;18217;1;2019
3305505;Saquarema;88437;1;2019
3305554;Seropédica;84528;1;2019
3305604;Silva Jardim;21774;1;2019
3305703;Sumidouro;15600;1;2019
3305752;Tanguá;34090;1;2019
3305802;Teresópolis;181740;1;2019
3305901;Trajano de Moraes;10619;1;2019
3306008;Três Rios;81629;1;2019
3306107;Valença;76343;1;2019
3306156;Varre-Sai;10945;1;2019
3306206;Vassouras;36799;1;2019
3306305;Volta Redonda;272505;1;2019
3300100;Angra dos Reis;202378;2;2019
3300159;Aperibé;11698;2;2019
3300209;Araruama;131583;2;2019
3300225;Areal;12530;2;2019
3300233;Armação dos Búzios;33608;2;2019
3300258;Arraial do Cabo;30244;2;2019
3300308;Barra do Piraí;100205;2;2019
3300407;Barra Mansa;184230;2;2019
3300456;Belford Roxo;509951;2;2019
3300506;Bom Jardim;27372;2;2019
3300605;Bom Jesus do Itabapoana;37050;2;2019
3300704;Cabo Frio;224860;2;2019
3300803;Cachoeiras de Macacu;58780;2;2019
3300902;Cambuci;15501;2;2019
3301009;Campos dos Goytacazes;505830;2;2019
3301108;Cantagalo;20174;2;2019
3300936;Carapebus;16192;2;2019
3301157;Cardoso Moreira;12824;2;2019
3301207;Carmo;18837;2;2019
3301306;Casimiro de Abreu;43814;2;2019
3300951;Comendador Levy Gasparian;8554;2;2019
3301405;Conceição de Macabu;23160;2;2019
3301504;Cordeiro;21876;2;2019
3301603;Duas Barras;11476;2;2019
3301702;Duque de Caxias;917424;2;2019
3301801;Engenheiro Paulo de Frontin;13972;2;2019
3301850;Guapimirim;60140;2;2019
3301876;Iguaba Grande;28082;2;2019
3301900;Itaboraí;239802;2;2019
3302007;Itaguaí;130058;2;2019
3302056;Italva;15168;2;2019
3302106;Itaocara;23239;2;2019
3302205;Itaperuna;102975;2;2019
3302254;Itatiaia;31693;2;2019
3302270;Japeri;104431;2;2019
3302304;Laje do Muriaé;7368;2;2019
3302403;Macaé;254572;2;2019
3302452;Macuco;5589;2;2019
3302502;Magé;244482;2;2019
3302601;Mangaratiba;44143;2;2019
3302700;Maricá;159783;2;2019
3302809;Mendes;18599;2;2019
3302858;Mesquita;175902;2;2019
3302908;Miguel Pereira;25519;2;2019
3303005;Miracema;27183;2;2019
3303104;Natividade;15320;2;2019
3303203;Nilópolis;162395;2;2019
3303302;Niterói;512835;2;2019
3303401;Nova Friburgo;190403;2;2019
3303500;Nova Iguaçu;820189;2;2019
3303609;Paracambi;52073;2;2019
3303708;Paraíba do Sul;44185;2;2019
3303807;Paraty;42942;2;2019
3303856;Paty do Alferes;27731;2;2019
3303906;Petrópolis;305981;2;2019
3303955;Pinheiral;25066;2;2019
3304003;Piraí;29161;2;2019
3304102;Porciúncula;18798;2;2019
3304110;Porto Real;19557;2;2019
3304128;Quatis;14245;2;2019
3304144;Queimados;149880;2;2019
3304151;Quissamã;24511;2;2019
3304201;Resende;130921;2;2019
3304300;Rio Bonito;60040;2;2019
3304409;Rio Claro;18497;2;2019
3304508;Rio das Flores;9258;2;2019
3304524;Rio das Ostras;148722;2;2019
3304557;Rio de Janeiro;6706413;2;2019
3304607;Santa Maria Madalena;10409;2;2019
3304706;Santo Antônio de Pádua;42429;2;2019
3304805;São Fidélis;38651;2;2019
3304755;São Francisco de Itabapoana;42203;2;2019
3304904;São Gonçalo;1081859;2;2019
3305000;São João da Barra;36117;2;2019
3305109;São João de Meriti;472190;2;2019
3305133;São José de Ubá;7156;2;2019
3305158;São José do Vale do Rio Preto;21743;2;2019
3305208;São Pedro da Aldeia;103797;2;2019
3305307;São Sebastião do Alto;9344;2;2019
3305406;Sapucaia;18218;2;2019
3305505;Saquarema;88559;2;2019
3305554;Seropédica;84158;2;2019
3305604;Silva Jardim;21774;2;2019
3305703;Sumidouro;15604;2;2019
3305752;Tanguá;34126;2;2019
3305802;Teresópolis;181882;2;2019
3305901;Trajano de Moraes;10620;2;2019
3306008;Três Rios;81658;2;2019
3306107;Valença;76373;2;2019
3306156;Varre-Sai;10954;2;2019
3306206;Vassouras;36815;2;2019
3306305;Volta Redonda;272590;2;2019
3300100;Angra dos Reis;202659;3;2019
3300159;Aperibé;11710;3;2019
3300209;Araruama;131746;3;2019
3300225;Areal;12538;3;2019
3300233;Armação dos Búzios;33660;3;2019
3300258;Arraial do Cabo;30265;3;2019
3300308;Barra do Piraí;100239;3;2019
3300407;Barra Mansa;184267;3;2019
3300456;Belford Roxo;510142;3;2019
3300506;Bom Jardim;27387;3;2019
3300605;Bom Jesus do Itabapoana;37059;3;2019
3300704;Cabo Frio;225193;3;2019
3300803;Cachoeiras de Macacu;58811;3;2019
3300902;Cambuci;15502;3;2019
3301009;Campos dos Goytacazes;506173;3;2019
3301108;Cantagalo;20174;3;2019
3300936;Carapebus;16214;3;2019
3301157;Cardoso Moreira;12824;3;2019
3301207;Carmo;18848;3;2019
3301306;Casimiro de Abreu;43888;3;2019
3300951;Comendador Levy Gasparian;8555;3;2019
3301405;Conceição de Macabu;23173;3;2019
3301504;Cordeiro;21886;3;2019
3301603;Duas Barras;11479;3;2019
3301702;Duque de Caxias;917858;3;2019
3301801;Engenheiro Paulo de Frontin;13978;3;2019
3301850;Guapimirim;60216;3;2019
3301876;Iguaba Grande;28127;3;2019
3301900;Itaboraí;239960;3;2019
3302007;Itaguaí;130650;3;2019
3302056;Italva;15176;3;2019
3302106;Itaocara;23238;3;2019
3302205;Itaperuna;103025;3;2019
3302254;Itatiaia;31716;3;2019
3302270;Japeri;104499;3;2019
3302304;Laje do Muriaé;7365;3;2019
3302403;Macaé;254992;3;2019
3302452;Macuco;5591;3;2019
3302502;Magé;244600;3;2019
3302601;Mangaratiba;44208;3;2019
3302700;Maricá;160068;3;2019
3302809;Mendes;18602;3;2019
3302858;Mesquita;175942;3;2019
3302908;Miguel Pereira;25523;3;2019
3303005;Miracema;27181;3;2019
3303104;Natividade;15319;3;2019
3303203;Nilópolis;162413;3;2019
3303302;Niterói;512985;3;2019
3303401;Nova Friburgo;190449;3;2019
3303500;Nova Iguaçu;820377;3;2019
3303609;Paracambi;52110;3;2019
3303708;Paraíba do Sul;44205;3;2019
3303807;Paraty;42987;3;2019
3303856;Paty do Alferes;27739;3;2019
3303906;Petrópolis;306023;3;2019
3303955;Pinheiral;25084;3;2019
3304003;Piraí;29184;3;2019
3304102;Porciúncula;18808;3;2019
3304110;Porto Real;19582;3;2019
3304128;Quatis;14256;3;2019
3304144;Queimados;149968;3;2019
3304151;Quissamã;24549;3;2019
3304201;Resende;131005;3;2019
3304300;Rio Bonito;60072;3;2019
3304409;Rio Claro;18503;3;2019
3304508;Rio das Flores;9263;3;2019
3304524;Rio das Ostras;149112;3;2019
3304557;Rio de Janeiro;6708911;3;2019
3304607;Santa Maria Madalena;10408;3;2019
3304706;Santo Antônio de Pádua;42439;3;2019
3304805;São Fidélis;38655;3;2019
3304755;São Francisco de Itabapoana;42204;3;2019
3304904;São Gonçalo;1082455;3;2019
3305000;São João da Barra;36114;3;2019
3305109;São João de Meriti;472233;3;2019
3305133;São José de Ubá;7159;3;2019
3305158;São José do Vale do Rio Preto;21753;3;2019
3305208;São Pedro da Aldeia;103933;3;2019
3305307;São Sebastião do Alto;9347;3;2019
3305406;Sapucaia;18220;3;2019
3305505;Saquarema;88681;3;2019
3305554;Seropédica;83789;3;2019
3305604;Silva Jardim;21774;3;2019
3305703;Sumidouro;15608;3;2019
3305752;Tanguá;34163;3;2019
3305802;Teresópolis;182025;3;2019
3305901;Trajano de Moraes;10621;3;2019
3306008;Três Rios;81687;3;2019
3306107;Valença;76403;3;2019
3306156;Varre-Sai;10963;3;2019
3306206;Vassouras;36831;3;2019
3306305;Volta Redonda;272674;3;2019
3300100;Angra dos Reis;202941;4;2019
3300159;Aperibé;11722;4;2019
3300209;Araruama;131910;4;2019
3300225;Areal;12547;4;2019
3300233;Armação dos Búzios;33713;4;2019
3300258;Arraial do Cabo;30286;4;2019
3300308;Barra do Piraí;100273;4;2019
3300407;Barra Mansa;184303;4;2019
3300456;Belford Roxo;510333;4;2019
3300506;Bom Jardim;27402;4;2019
3300605;Bom Jesus do Itabapoana;37068;4;2019
3300704;Cabo Frio;225526;4;2019
3300803;Cachoeiras de Macacu;58843;4;2019
3300902;Cambuci;15503;4;2019
3301009;Campos dos Goytacazes;506517;4;2019
3301108;Cantagalo;20173;4;2019
3300936;Carapebus;16236;4;2019
3301157;Cardoso Moreira;12824;4;2019
3301207;Carmo;18860;4;2019
3301306;Casimiro de Abreu;43962;4;2019
3300951;Comendador Levy Gasparian;8557;4;2019
3301405;Conceição de Macabu;23187;4;2019
3301504;Cordeiro;21896;4;2019
3301603;Duas Barras;11483;4;2019
3301702;Duque de Caxias;918293;4;2019
3301801;Engenheiro Paulo de Frontin;13984;4;2019
3301850;Guapimirim;60291;4;2019
3301876;Iguaba Grande;28173;4;2019
3301900;Itaboraí;240118;4;2019
3302007;Itaguaí;131243;4;2019
3302056;Italva;15184;4;2019
3302106;Itaocara;23237;4;2019
3302205;Itaperuna;103075;4;2019
3302254;Itatiaia;31738;4;2019
3302270;Japeri;104566;4;2019
3302304;Laje do Muriaé;7363;4;2019
3302403;Macaé;255412;4;2019
3302452;Macuco;5593;4;2019
3302502;Magé;244718;4;2019
3302601;Mangaratiba;44273;4;2019
3302700;Maricá;160353;4;2019
3302809;Mendes;18605;4;2019
3302858;Mesquita;175982;4;2019
3302908;Miguel Pereira;25527;4;2019
3303005;Miracema;27179;4;2019
3303104;Natividade;15319;4;2019
3303203;Nilópolis;162431;4;2019
3303302;Niterói;513135;4;2019
3303401;Nova Friburgo;190494;4;2019
3303500;Nova Iguaçu;820565;4;2019
3303609;Paracambi;52147;4;2019
3303708;Paraíba do Sul;44225;4;2019
3303807;Paraty;43031;4;2019
3303856;Paty do Alferes;27746;4;2019
3303906;Petrópolis;306065;4;2019
3303955;Pinheiral;25102;4;2019
3304003;Piraí;29208;4;2019
3304102;Porciúncula;18818;4;2019
3304110;Porto Real;19608;4;2019
3304128;Quatis;14268;4;2019
3304144;Queimados;150056;4;2019
3304151;Quissamã;24587;4;2019
3304201;Resende;131089;4;2019
3304300;Rio Bonito;60104;4;2019
3304409;Rio Claro;18510;4;2019
3304508;Rio das Flores;9269;4;2019
3304524;Rio das Ostras;149503;4;2019
3304557;Rio de Janeiro;6711409;4;2019
3304607;Santa Maria Madalena;10407;4;2019
3304706;Santo Antônio de Pádua;42449;4;2019
3304805;São Fidélis;38658;4;2019
3304755;São Francisco de Itabapoana;42204;4;2019
3304904;São Gonçalo;1083051;4;2019
3305000;São João da Barra;36111;4;2019
3305109;São João de Meriti;472277;4;2019
3305133;São José de Ubá;7162;4;2019
3305158;São José do Vale do Rio Preto;21764;4;2019
3305208;São Pedro da Aldeia;104069;4;2019
3305307;São Sebastião do Alto;9349;4;2019
3305406;Sapucaia;18222;4;2019
3305505;Saquarema;88804;4;2019
3305554;Seropédica;83420;4;2019
3305604;Silva Jardim;21774;4;2019
3305703;Sumidouro;15612;4;2019
3305752;Tanguá;34199;4;2019
3305802;Teresópolis;182167;4;2019
3305901;Trajano de Moraes;10622;4;2019
3306008;Três Rios;81716;4;2019
3306107;Valença;76433;4;2019
3306156;Varre-Sai;10973;4;2019
3306206;Vassouras;36848;4;2019
3306305;Volta Redonda;272759;4;2019
3300100;Angra dos Reis;203222;5;2019
3300159;Aperibé;11735;5;2019
3300209;Araruama;132073;5;2019
3300225;Areal;12555;5;2019
3300233;Armação dos Búzios;33765;5;2019
3300258;Arraial do Cabo;30307;5;2019
3300308;Barra do Piraí;100307;5;2019
3300407;Barra Mansa;184339;5;2019
3300456;Belford Roxo;510524;5;2019
3300506;Bom Jardim;27417;5;2019
3300605;Bom Jesus do Itabapoana;37078;5;2019
3300704;Cabo Frio;225859;5;2019
3300803;Cachoeiras de Macacu;58874;5;2019
3300902;Cambuci;15504;5;2019
3301009;Campos dos Goytacazes;506861;5;2019
3301108;Cantagalo;20173;5;2019
3300936;Carapebus;16257;5;2019
3301157;Cardoso Moreira;12824;5;2019
3301207;Carmo;18872;5;2019
3301306;Casimiro de Abreu;44036;5;2019
3300951;Comendador Levy Gasparian;8558;5;2019
3301405;Conceição de Macabu;23201;5;2019
3301504;Cordeiro;21906;5;2019
3301603;Duas Barras;11486;5;2019
3301702;Duque de Caxias;918727;5;2019
3301801;Engenheiro Paulo de Frontin;13990;5;2019
3301850;Guapimirim;60366;5;2019
3301876;Iguaba Grande;28219;5;2019
3301900;Itaboraí;240276;5;2019
3302007;Itaguaí;131835;5;2019
3302056;Italva;15191;5;2019
3302106;Itaocara;23236;5;2019
3302205;Itaperuna;103124;5;2019
3302254;Itatiaia;31760;5;2019
3302270;Japeri;104633;5;2019
3302304;Laje do Muriaé;7360;5;2019
3302403;Macaé;255832;5;2019
3302452;Macuco;5595;5;2019
3302502;Magé;244835;5;2019
3302601;Mangaratiba;44338;5;2019
3302700;Maricá;160637;5;2019
3302809;Mendes;18608;5;2019
3302858;Mesquita;176023;5;2019
3302908;Miguel Pereira;25531;5;2019
3303005;Miracema;27178;5;2019
3303104;Natividade;15318;5;2019
3303203;Nilópolis;162449;5;2019
3303302;Niterói;513284;5;2019
3303401;Nova Friburgo;190540;5;2019
3303500;Nova Iguaçu;820753;5;2019
3303609;Paracambi;52183;5;2019
3303708;Paraíba do Sul;44245;5;2019
3303807;Paraty;43076;5;2019
3303856;Paty do Alferes;27754;5;2019
3303906;Petrópolis;306107;5;2019
3303955;Pinheiral;25120;5;2019
3304003;Piraí;29231;5;2019
3304102;Porciúncula;18828;5;2019
3304110;Porto Real;19633;5;2019
3304128;Quatis;14279;5;2019
3304144;Queimados;150143;5;2019
3304151;Quissamã;24624;5;2019
3304201;Resende;131173;5;2019
3304300;Rio Bonito;60137;5;2019
3304409;Rio Claro;18516;5;2019
3304508;Rio das Flores;9274;5;2019
3304524;Rio das Ostras;149893;5;2019
3304557;Rio de Janeiro;6713907;5;2019
3304607;Santa Maria Madalena;10406;5;2019
3304706;Santo Antônio de Pádua;42459;5;2019
3304805;São Fidélis;38662;5;2019
3304755;São Francisco de Itabapoana;42204;5;2019
3304904;São Gonçalo;1083647;5;2019
3305000;São João da Barra;36108;5;2019
3305109;São João de Meriti;472320;5;2019
3305133;São José de Ubá;7165;5;2019
3305158;São José do Vale do Rio Preto;21774;5;2019
3305208;São Pedro da Aldeia;104204;5;2019
3305307;São Sebastião do Alto;9352;5;2019
3305406;Sapucaia;18224;5;2019
3305505;Saquarema;88926;5;2019
3305554;Seropédica;83051;5;2019
3305604;Silva Jardim;21774;5;2019
3305703;Sumidouro;15615;5;2019
3305752;Tanguá;34236;5;2019
3305802;Teresópolis;182309;5;2019
3305901;Trajano de Moraes;10624;5;2019
3306008;Três Rios;81746;5;2019
3306107;Valença;76463;5;2019
3306156;Varre-Sai;10982;5;2019
3306206;Vassouras;36864;5;2019
3306305;Volta Redonda;272843;5;2019
3300100;Angra dos Reis;203504;6;2019
3300159;Aperibé;11747;6;2019
3300209;Araruama;132237;6;2019
3300225;Areal;12564;6;2019
3300233;Armação dos Búzios;33818;6;2019
3300258;Arraial do Cabo;30328;6;2019
3300308;Barra do Piraí;100340;6;2019
3300407;Barra Mansa;184376;6;2019
3300456;Belford Roxo;510715;6;2019
3300506;Bom Jardim;27431;6;2019
3300605;Bom Jesus do Itabapoana;37087;6;2019
3300704;Cabo Frio;226192;6;2019
3300803;Cachoeiras de Macacu;58906;6;2019
3300902;Cambuci;15504;6;2019
3301009;Campos dos Goytacazes;507204;6;2019
3301108;Cantagalo;20172;6;2019
3300936;Carapebus;16279;6;2019
3301157;Cardoso Moreira;12823;6;2019
3301207;Carmo;18883;6;2019
3301306;Casimiro de Abreu;44110;6;2019
3300951;Comendador Levy Gasparian;8560;6;2019
3301405;Conceição de Macabu;23214;6;2019
3301504;Cordeiro;21916;6;2019
3301603;Duas Barras;11489;6;2019
3301702;Duque de Caxias;919162;6;2019
3301801;Engenheiro Paulo de Frontin;13996;6;2019
3301850;Guapimirim;60442;6;2019
3301876;Iguaba Grande;28264;6;2019
3301900;Itaboraí;240434;6;2019
3302007;Itaguaí;132427;6;2019
3302056;Italva;15199;6;2019
3302106;Itaocara;23235;6;2019
3302205;Itaperuna;103174;6;2019
3302254;Itatiaia;31783;6;2019
3302270;Japeri;104701;6;2019
3302304;Laje do Muriaé;7358;6;2019
3302403;Macaé;256252;6;2019
3302452;Macuco;5597;6;2019
3302502;Magé;244953;6;2019
3302601;Mangaratiba;44403;6;2019
3302700;Maricá;160922;6;2019
3302809;Mendes;18611;6;2019
3302858;Mesquita;176063;6;2019
3302908;Miguel Pereira;25534;6;2019
